entity_id,type,debit,credit,amount,fee,tax,currency,settlement_utr,settlement_id,created_at,settled_at,payment_id,order_id,order_receipt,method,card_network,card_type,dispute_id,description,notes
rfnd_00136,refund,324952,0,324952,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787182200,1787614200,pay_00136,ord_00136,rcpt-00136,wallet,,,,Refund for ord_00136,
pay_00137,payment,0,37086,37086,668,120,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00137,ord_00137,rcpt-00137,card,VISA,credit,,Payment for ord_00137,
pay_00138,payment,0,39282,39282,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00138,ord_00138,rcpt-00138,upi,,,,Payment for ord_00138,
pay_00139,payment,0,256465,256465,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00139,ord_00139,rcpt-00139,upi,,,,Payment for ord_00139,
pay_00140,payment,0,210319,210319,3996,719,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00140,ord_00140,rcpt-00140,wallet,,,,Payment for ord_00140,
pay_00141,payment,0,94586,94586,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00141,ord_00141,rcpt-00141,upi,,,,Payment for ord_00141,
pay_00142,payment,0,713702,713702,0,0,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00142,ord_00142,rcpt-00142,upi,,,,Payment for ord_00142,
pay_00143,payment,0,242691,242691,4368,787,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00143,ord_00143,rcpt-00143,card,VISA,credit,,Payment for ord_00143,
rfnd_00143,refund,121346,0,121346,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787787000,1787873400,pay_00143,ord_00143,rcpt-00143,card,,,,Refund for ord_00143,
pay_00144,payment,0,234192,234192,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00144,ord_00144,rcpt-00144,upi,,,,Payment for ord_00144,
pay_00145,payment,0,61021,61021,1098,198,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00145,ord_00145,rcpt-00145,card,VISA,credit,,Payment for ord_00145,
pay_00146,payment,0,135785,135785,2444,440,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00146,ord_00146,rcpt-00146,card,VISA,credit,,Payment for ord_00146,
pay_00147,payment,0,272741,272741,4909,884,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00147,ord_00147,rcpt-00147,card,VISA,credit,,Payment for ord_00147,
pay_00148,payment,0,157850,157850,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00148,ord_00148,rcpt-00148,upi,,,,Payment for ord_00148,
pay_00149,payment,0,154117,154117,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00149,ord_00149,rcpt-00149,upi,,,,Payment for ord_00149,
pay_00150,payment,0,46207,46207,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00150,ord_00150,rcpt-00150,upi,,,,Payment for ord_00150,
pay_00151,payment,0,67764,67764,610,110,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00151,ord_00151,rcpt-00151,netbanking,,,,Payment for ord_00151,
pay_00152,payment,0,180623,180623,0,0,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00152,ord_00152,rcpt-00152,upi,,,,Payment for ord_00152,
pay_00153,payment,0,58612,58612,0,0,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00153,ord_00153,rcpt-00153,upi,,,,Payment for ord_00153,
pay_00154,payment,0,288823,288823,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00154,ord_00154,rcpt-00154,upi,,,,Payment for ord_00154,
pay_00155,payment,0,147738,147738,2659,479,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00155,ord_00155,rcpt-00155,card,VISA,credit,,Payment for ord_00155,
pay_00156,payment,0,178908,178908,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787286600,1787614200,pay_00156,ord_00156,rcpt-00156,upi,,,,Payment for ord_00156,
pay_00157,payment,0,199276,199276,3587,646,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00157,ord_00157,rcpt-00157,card,VISA,credit,,Payment for ord_00157,
pay_00158,payment,0,38886,38886,700,126,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00158,ord_00158,rcpt-00158,card,VISA,credit,,Payment for ord_00158,
pay_00159,payment,0,185652,185652,3342,602,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00159,ord_00159,rcpt-00159,card,VISA,credit,,Payment for ord_00159,
pay_00160,payment,0,45893,45893,826,149,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00160,ord_00160,rcpt-00160,card,VISA,credit,,Payment for ord_00160,
pay_00161,payment,0,198790,198790,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00161,ord_00161,rcpt-00161,upi,,,,Payment for ord_00161,
pay_00162,payment,0,72536,72536,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00162,ord_00162,rcpt-00162,upi,,,,Payment for ord_00162,
pay_00163,payment,0,146735,146735,2641,475,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00163,ord_00163,rcpt-00163,card,VISA,credit,,Payment for ord_00163,
pay_00164,payment,0,88594,88594,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00164,ord_00164,rcpt-00164,upi,,,,Payment for ord_00164,
pay_00165,payment,0,132938,132938,2393,431,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00165,ord_00165,rcpt-00165,card,VISA,credit,,Payment for ord_00165,
pay_00166,payment,0,116298,116298,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00166,ord_00166,rcpt-00166,upi,,,,Payment for ord_00166,
pay_00167,payment,0,66416,66416,1195,215,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00167,ord_00167,rcpt-00167,card,VISA,credit,,Payment for ord_00167,
pay_00168,payment,0,76167,76167,0,0,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00168,ord_00168,rcpt-00168,upi,,,,Payment for ord_00168,
pay_00169,payment,0,267501,267501,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00169,ord_00169,rcpt-00169,upi,,,,Payment for ord_00169,
pay_00170,payment,0,138974,138974,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00170,ord_00170,rcpt-00170,upi,,,,Payment for ord_00170,
pay_00171,payment,0,198815,198815,3777,680,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00171,ord_00171,rcpt-00171,wallet,,,,Payment for ord_00171,
pay_00172,payment,0,165055,165055,2971,535,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00172,ord_00172,rcpt-00172,card,VISA,credit,,Payment for ord_00172,
pay_00173,payment,0,306431,306431,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00173,ord_00173,rcpt-00173,upi,,,,Payment for ord_00173,
pay_00174,payment,0,115313,115313,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00174,ord_00174,rcpt-00174,upi,,,,Payment for ord_00174,
pay_00175,payment,0,262960,262960,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00175,ord_00175,rcpt-00175,upi,,,,Payment for ord_00175,
pay_00176,payment,0,123893,123893,1115,201,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00176,ord_00176,rcpt-00176,netbanking,,,,Payment for ord_00176,
pay_00177,payment,0,98826,98826,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00177,ord_00177,rcpt-00177,upi,,,,Payment for ord_00177,
pay_00178,payment,0,91966,91966,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00178,ord_00178,rcpt-00178,upi,,,,Payment for ord_00178,
pay_00179,payment,0,164137,164137,2954,532,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00179,ord_00179,rcpt-00179,card,VISA,credit,,Payment for ord_00179,
pay_00180,payment,0,54256,54256,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00180,ord_00180,rcpt-00180,upi,,,,Payment for ord_00180,
pay_00181,payment,0,84892,84892,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00181,ord_00181,rcpt-00181,upi,,,,Payment for ord_00181,
pay_00182,payment,0,152024,152024,2736,492,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00182,ord_00182,rcpt-00182,card,VISA,credit,,Payment for ord_00182,
pay_00183,payment,0,53814,53814,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00183,ord_00183,rcpt-00183,upi,,,,Payment for ord_00183,
pay_00184,payment,0,74309,74309,1338,241,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00184,ord_00184,rcpt-00184,card,VISA,credit,,Payment for ord_00184,
pay_00185,payment,0,94279,94279,1697,305,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00185,ord_00185,rcpt-00185,card,VISA,credit,,Payment for ord_00185,
pay_00186,payment,0,178904,178904,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00186,ord_00186,rcpt-00186,upi,,,,Payment for ord_00186,
pay_00187,payment,0,378244,378244,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00187,ord_00187,rcpt-00187,upi,,,,Payment for ord_00187,
pay_00188,payment,0,86020,86020,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00188,ord_00188,rcpt-00188,upi,,,,Payment for ord_00188,
pay_00189,payment,0,100940,100940,908,163,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00189,ord_00189,rcpt-00189,netbanking,,,,Payment for ord_00189,
pay_00190,payment,0,416478,416478,7497,1349,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00190,ord_00190,rcpt-00190,card,VISA,credit,,Payment for ord_00190,
pay_00191,payment,0,79069,79069,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00191,ord_00191,rcpt-00191,upi,,,,Payment for ord_00191,
pay_00192,payment,0,55671,55671,1002,180,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00192,ord_00192,rcpt-00192,card,VISA,credit,,Payment for ord_00192,
rfnd_00192,refund,55671,0,55671,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785886200,1786318200,pay_00192,ord_00192,rcpt-00192,card,,,,Refund for ord_00192,
pay_00193,payment,0,40963,40963,737,133,INR,RZP2026082155799DAE,setl_2026-08-21,1787113800,1787268600,pay_00193,ord_00193,rcpt-00193,card,VISA,credit,,Payment for ord_00193,
pay_00194,payment,0,67154,67154,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00194,ord_00194,rcpt-00194,upi,,,,Payment for ord_00194,
pay_00195,payment,0,187001,187001,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00195,ord_00195,rcpt-00195,upi,,,,Payment for ord_00195,
pay_00196,payment,0,42031,42031,757,137,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00196,ord_00196,rcpt-00196,card,VISA,credit,,Payment for ord_00196,
pay_00197,payment,0,59661,59661,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00197,ord_00197,rcpt-00197,upi,,,,Payment for ord_00197,
pay_00198,payment,0,30195,30195,574,103,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00198,ord_00198,rcpt-00198,wallet,,,,Payment for ord_00198,
pay_00199,payment,0,63788,63788,1148,207,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00199,ord_00199,rcpt-00199,card,VISA,credit,,Payment for ord_00199,
pay_00200,payment,0,51338,51338,462,83,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00200,ord_00200,rcpt-00200,netbanking,,,,Payment for ord_00200,
pay_00201,payment,0,168128,168128,0,0,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00201,ord_00201,rcpt-00201,upi,,,,Payment for ord_00201,
pay_00202,payment,0,240156,240156,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00202,ord_00202,rcpt-00202,upi,,,,Payment for ord_00202,
pay_00203,payment,0,198057,198057,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00203,ord_00203,rcpt-00203,upi,,,,Payment for ord_00203,
pay_00204,payment,0,93336,93336,1680,302,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00204,ord_00204,rcpt-00204,card,VISA,credit,,Payment for ord_00204,
rfnd_00204,refund,46668,0,46668,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787182200,1787527800,pay_00204,ord_00204,rcpt-00204,card,,,,Refund for ord_00204,
pay_00205,payment,0,717649,717649,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00205,ord_00205,rcpt-00205,upi,,,,Payment for ord_00205,
pay_00206,payment,0,69672,69672,1324,238,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00206,ord_00206,rcpt-00206,wallet,,,,Payment for ord_00206,
pay_00207,payment,0,224545,224545,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00207,ord_00207,rcpt-00207,upi,,,,Payment for ord_00207,
pay_00208,payment,0,65196,65196,1174,211,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00208,ord_00208,rcpt-00208,card,VISA,credit,,Payment for ord_00208,
rfnd_00208,refund,65196,0,65196,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787787000,1788219000,pay_00208,ord_00208,rcpt-00208,card,,,,Refund for ord_00208,
pay_00209,payment,0,342231,342231,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00209,ord_00209,rcpt-00209,upi,,,,Payment for ord_00209,
pay_00210,payment,0,124416,124416,2364,426,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00210,ord_00210,rcpt-00210,wallet,,,,Payment for ord_00210,
pay_00211,payment,0,99474,99474,1791,322,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00211,ord_00211,rcpt-00211,card,VISA,credit,,Payment for ord_00211,
pay_00212,payment,0,103990,103990,1976,356,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00212,ord_00212,rcpt-00212,wallet,,,,Payment for ord_00212,
pay_00213,payment,0,126162,126162,0,0,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00213,ord_00213,rcpt-00213,upi,,,,Payment for ord_00213,
pay_00214,payment,0,236910,236910,4264,768,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00214,ord_00214,rcpt-00214,card,VISA,credit,,Payment for ord_00214,
pay_00215,payment,0,109794,109794,2086,375,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00215,ord_00215,rcpt-00215,wallet,,,,Payment for ord_00215,
pay_00216,payment,0,184425,184425,3320,598,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00216,ord_00216,rcpt-00216,card,VISA,credit,,Payment for ord_00216,
pay_00217,payment,0,199636,199636,1797,323,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00217,ord_00217,rcpt-00217,netbanking,,,,Payment for ord_00217,
pay_00218,payment,0,205732,205732,3703,667,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00218,ord_00218,rcpt-00218,card,VISA,credit,,Payment for ord_00218,
pay_00219,payment,0,84089,84089,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00219,ord_00219,rcpt-00219,upi,,,,Payment for ord_00219,
pay_00220,payment,0,56612,56612,510,92,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00220,ord_00220,rcpt-00220,netbanking,,,,Payment for ord_00220,
pay_00221,payment,0,84991,84991,0,0,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00221,ord_00221,rcpt-00221,upi,,,,Payment for ord_00221,
pay_00222,payment,0,43430,43430,391,70,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00222,ord_00222,rcpt-00222,netbanking,,,,Payment for ord_00222,
pay_00223,payment,0,433430,433430,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00223,ord_00223,rcpt-00223,upi,,,,Payment for ord_00223,
pay_00224,payment,0,424504,424504,7641,1375,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00224,ord_00224,rcpt-00224,card,VISA,credit,,Payment for ord_00224,
pay_00225,payment,0,190696,190696,3623,652,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00225,ord_00225,rcpt-00225,wallet,,,,Payment for ord_00225,
pay_00226,payment,0,314227,314227,0,0,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00226,ord_00226,rcpt-00226,upi,,,,Payment for ord_00226,
pay_00227,payment,0,126341,126341,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00227,ord_00227,rcpt-00227,upi,,,,Payment for ord_00227,
pay_00228,payment,0,62902,62902,0,0,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00228,ord_00228,rcpt-00228,upi,,,,Payment for ord_00228,
pay_00229,payment,0,190707,190707,1716,309,INR,RZP20260807021769B5,setl_2026-08-07,1785904200,1786059000,pay_00229,ord_00229,rcpt-00229,netbanking,,,,Payment for ord_00229,
pay_00230,payment,0,155324,155324,2796,503,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00230,ord_00230,rcpt-00230,card,VISA,credit,,Payment for ord_00230,
pay_00231,payment,0,81356,81356,732,132,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00231,ord_00231,rcpt-00231,netbanking,,,,Payment for ord_00231,
pay_00232,payment,0,25485,25485,459,83,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00232,ord_00232,rcpt-00232,card,VISA,credit,,Payment for ord_00232,
pay_00233,payment,0,96833,96833,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00233,ord_00233,rcpt-00233,upi,,,,Payment for ord_00233,
pay_00234,payment,0,47768,47768,908,163,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00234,ord_00234,rcpt-00234,wallet,,,,Payment for ord_00234,
pay_00235,payment,0,43818,43818,833,150,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00235,ord_00235,rcpt-00235,wallet,,,,Payment for ord_00235,
pay_00236,payment,0,236333,236333,4254,766,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00236,ord_00236,rcpt-00236,card,VISA,credit,,Payment for ord_00236,
rfnd_00236,refund,118166,0,118166,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785799800,1785972600,pay_00236,ord_00236,rcpt-00236,card,,,,Refund for ord_00236,
pay_00237,payment,0,80906,80906,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00237,ord_00237,rcpt-00237,upi,,,,Payment for ord_00237,
pay_00238,payment,0,57417,57417,1034,186,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00238,ord_00238,rcpt-00238,card,VISA,credit,,Payment for ord_00238,
pay_00239,payment,0,116915,116915,2104,379,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00239,ord_00239,rcpt-00239,card,VISA,credit,,Payment for ord_00239,
pay_00240,payment,0,152393,152393,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00240,ord_00240,rcpt-00240,upi,,,,Payment for ord_00240,
pay_00241,payment,0,652729,652729,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00241,ord_00241,rcpt-00241,upi,,,,Payment for ord_00241,
rfnd_00241,refund,652729,0,652729,0,0,INR,RZP20260827B102DC1E,setl_2026-08-27,1787614200,1787787000,pay_00241,ord_00241,rcpt-00241,upi,,,,Refund for ord_00241,
pay_00242,payment,0,116405,116405,0,0,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00242,ord_00242,rcpt-00242,upi,,,,Payment for ord_00242,
pay_00243,payment,0,96414,96414,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00243,ord_00243,rcpt-00243,upi,,,,Payment for ord_00243,
pay_00244,payment,0,78680,78680,1495,269,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00244,ord_00244,rcpt-00244,wallet,,,,Payment for ord_00244,
pay_00245,payment,0,163444,163444,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787113800,1787268600,pay_00245,ord_00245,rcpt-00245,upi,,,,Payment for ord_00245,
pay_00246,payment,0,102408,102408,0,0,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00246,ord_00246,rcpt-00246,upi,,,,Payment for ord_00246,
pay_00247,payment,0,394571,394571,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787113800,1787268600,pay_00247,ord_00247,rcpt-00247,upi,,,,Payment for ord_00247,
pay_00248,payment,0,194682,194682,1752,315,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00248,ord_00248,rcpt-00248,netbanking,,,,Payment for ord_00248,
pay_00249,payment,0,21757,21757,196,35,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00249,ord_00249,rcpt-00249,netbanking,,,,Payment for ord_00249,
pay_00250,payment,0,163100,163100,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00250,ord_00250,rcpt-00250,upi,,,,Payment for ord_00250,
pay_00251,payment,0,486514,486514,8757,1576,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00251,ord_00251,rcpt-00251,card,VISA,credit,,Payment for ord_00251,
pay_00252,payment,0,118820,118820,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787286600,1787614200,pay_00252,ord_00252,rcpt-00252,upi,,,,Payment for ord_00252,
pay_00253,payment,0,98793,98793,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00253,ord_00253,rcpt-00253,upi,,,,Payment for ord_00253,
rfnd_00253,refund,98793,0,98793,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787009400,1787268600,pay_00253,ord_00253,rcpt-00253,upi,,,,Refund for ord_00253,
pay_00254,payment,0,394698,394698,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00254,ord_00254,rcpt-00254,upi,,,,Payment for ord_00254,
pay_00255,payment,0,430757,430757,0,0,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00255,ord_00255,rcpt-00255,upi,,,,Payment for ord_00255,
pay_00256,payment,0,80449,80449,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00256,ord_00256,rcpt-00256,upi,,,,Payment for ord_00256,
pay_00257,payment,0,258345,258345,4650,837,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00257,ord_00257,rcpt-00257,card,VISA,credit,,Payment for ord_00257,
pay_00258,payment,0,93824,93824,1689,304,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00258,ord_00258,rcpt-00258,card,VISA,credit,,Payment for ord_00258,
pay_00259,payment,0,542367,542367,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00259,ord_00259,rcpt-00259,upi,,,,Payment for ord_00259,
pay_00260,payment,0,101669,101669,1932,348,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00260,ord_00260,rcpt-00260,wallet,,,,Payment for ord_00260,
pay_00261,payment,0,20202,20202,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00261,ord_00261,rcpt-00261,upi,,,,Payment for ord_00261,
rfnd_00261,refund,10101,0,10101,0,0,INR,RZP20260819272B2D23,setl_2026-08-19,1786923000,1787095800,pay_00261,ord_00261,rcpt-00261,upi,,,,Refund for ord_00261,
pay_00262,payment,0,63322,63322,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00262,ord_00262,rcpt-00262,upi,,,,Payment for ord_00262,
pay_00263,payment,0,327969,327969,2952,531,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00263,ord_00263,rcpt-00263,netbanking,,,,Payment for ord_00263,
pay_00264,payment,0,53508,53508,482,87,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00264,ord_00264,rcpt-00264,netbanking,,,,Payment for ord_00264,
pay_00265,payment,0,165818,165818,0,0,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00265,ord_00265,rcpt-00265,upi,,,,Payment for ord_00265,
pay_00266,payment,0,48273,48273,869,156,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00266,ord_00266,rcpt-00266,card,VISA,credit,,Payment for ord_00266,
pay_00267,payment,0,177613,177613,1599,288,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00267,ord_00267,rcpt-00267,netbanking,,,,Payment for ord_00267,
pay_00268,payment,0,204214,204214,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00268,ord_00268,rcpt-00268,upi,,,,Payment for ord_00268,
pay_00269,payment,0,196131,196131,3530,635,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00269,ord_00269,rcpt-00269,card,VISA,credit,,Payment for ord_00269,
pay_00270,payment,0,56577,56577,1018,183,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00270,ord_00270,rcpt-00270,card,VISA,credit,,Payment for ord_00270,
pay_00271,payment,0,110466,110466,1988,358,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00271,ord_00271,rcpt-00271,card,VISA,credit,,Payment for ord_00271,
pay_00272,payment,0,165613,165613,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00272,ord_00272,rcpt-00272,upi,,,,Payment for ord_00272,
pay_00273,payment,0,132061,132061,0,0,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00273,ord_00273,rcpt-00273,upi,,,,Payment for ord_00273,
